분류,자치구,공연/행사명,날짜,장소,기관명,시작일,종료일,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
뮤지컬/오페라,강남구,[강남문화재단] 제997회 목요예술무대 가족 오페라 [돈 파스콸레 영감님 장가 보내기],2025-05-22~2025-05-22,"강남씨어터(역삼1동복합문화센터 3층, 강남구 역삼로 7길 16)",강남문화재단,2025.5.22 0:00,2025.5.22 0:00,127.0332838,37.49537321,958744.2559279798,1944115.293929676
클래식,서초구,[서초문화재단] 서리풀 마스터즈 시리즈 [케빈 케너 쇼팽의 그랜드 판타지],2025-05-22~2025-05-22,심산기념문화센터 반포심산아트홀,서초문화재단,2025.5.22 0:00,2025.5.22 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
전시/미술,종로구,[서울공예박물관] 공예동행@쇼윈도 #2. 유연한 기하학(Flexible Geometry),2025-05-21~2025-07-13,"서울공예박물관 전시3동, 기타장소 ",서울공예박물관,2025.5.21 0:00,2025.7.13 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
전시/미술,광진구,[세종뮤지엄갤러리] 무한을 향한 시선 A View Towards Infinity - 이희중 회고전,2025-05-21~2025-06-01,"세종뮤지엄갤러리 1,2관(서울 광진구 능동로 209 세종대학교 대양 AI센터 지하 1,2층)",기타,2025.5.21 0:00,2025.6.1 0:00,127.0745756,37.55079808,962422.1046861964,1950247.0460131797
전시/미술,성북구,[삼청각] 열린 문,2025-05-21~2025-05-31,삼청각 취한당,기타,2025.5.21 0:00,2025.5.31 0:00,126.9835263,37.59728217,954407.98294711,1955444.523026166
교육/체험,양천구,[서울문화예술교육센터 양천] 우리가 궁금했던 예술 [현대를 그려가는 전통: 거문고와 대금],2025-05-21~2025-05-28,다목적홀,서울문화재단,2025.5.21 0:00,2025.5.28 0:00,126.8321453,37.52821978,940990.1483592076,1947866.609560598
교육/체험,송파구,[서울백제어린이박물관] 뮤지엄휴휴프로그램9 [우리 옷 우리 문양],2025-05-21~2025-05-28,서울백제어린이박물관 다목적실,서울백제어린이박물관,2025.5.21 0:00,2025.5.28 0:00,127.124412,37.523991,966812.3112919598,1947254.2079380983
교육/체험,구로구,"[서울아트책보고] 백인교 작가와의 대화 -감정을 깨우는 색, 움직이는 마음",2025-05-21~2025-05-21,서울아트책보고 갤러리,서울아트책보고,2025.5.21 0:00,2025.5.21 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
교육/체험,동대문구,[동대문문화재단] 동대문구 축제 코디네이터 [문워커] 양성 교육 ,2025-05-20~2025-10-27,선농단역사문화관,동대문문화재단,2025.5.20 0:00,2025.10.27 0:00,127.0318885,37.58118377,958668.3088111576,1953636.101169942
전시/미술,강동구,[강동문화재단] 에르베 튈레_색색깔깔 뮤지엄,2025-05-20~2025-07-27,강동아트센터 아트랑 1~3,강동문화재단,2025.5.20 0:00,2025.7.27 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
교육/체험,종로구,[서울역사박물관] 미술사학자와 함께 떠나는 통신사 미술 기행,2025-05-20~2025-06-10,"서울역사박물관 1, 2학습실",서울역사박물관,2025.5.20 0:00,2025.6.10 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
교육/체험,송파구,[서울백제어린이박물관] 초등 1-2학년 학급 대상 [어린이백제연구소2] 물건의변화탐색,2025-05-20~2025-06-04,"서울백제어린이박물관 전시실, 교육실",한성백제박물관,2025.5.20 0:00,2025.6.4 0:00,127.124412,37.523991,966812.3112919598,1947254.2079380983
전시/미술,종로구,[운현궁] 2025 기획전시 [立夏 이야기],2025-05-20~2025-05-25,운현궁 기획전시실,운현궁,2025.5.20 0:00,2025.5.25 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
클래식,종로구,상명플루트앙상블 라 폰타나 [상명대학교 개교 60주년 기념 음악회],2025-05-20~2025-05-20,세종문화회관 세종체임버홀,세종문화회관,2025.5.20 0:00,2025.5.20 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
클래식,서초구,[서초문화재단] 서리풀 전곡 연주 시리즈 [하이든 교향곡 전곡 시리즈 28],2025-05-20~2025-05-20,심산기념문화센터 반포심산아트홀,서초문화재단,2025.5.20 0:00,2025.5.20 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
클래식,서초구,[2025 클래식다방 - 로데아트센터] French vs German：소리의 이중생활 1,2025-05-20~2025-05-20,로데아트센터 콘서트홀,서초문화재단,2025.5.20 0:00,2025.5.20 0:00,127.0103014,37.48313365,956705.632449284,1942767.7156087507
기타,구로구,[서울시50플러스재단] 2025년 서울 중장년 채용박람회 [남부럽게 취업],2025-05-20~2025-05-20,서울시50플러스 남부캠퍼스(1-4층),서울시청,2025.5.20 0:00,2025.5.20 0:00,126.8418447,37.48847439,941816.3288600722,1943451.0274395407
독주/독창회,종로구,강유리 바이올린 독주회,2025-05-19~2025-05-19,세종문화회관 체임버홀,기타,2025.5.19 0:00,2025.5.19 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
전시/미술,도봉구,[도봉문화재단] 둘리뮤지엄 특별전 [K-라면과 구공탄],2025-05-18~2026-03-18,둘리뮤지엄 지하 1층 기획전시실,도봉문화재단,2025.5.18 0:00,2026.3.18 0:00,127.0276385,37.65242986,958332.831832436,1961542.4349245264
축제-기타,성북구,제 17회 성북세계음식축제 [누리마실],2025-05-18~2025-05-18,성북동 성북로 일대,성북문화재단,2025.5.18 0:00,2025.5.18 0:00,126.9751822,37.61224471,953680.6762343307,1957108.6380043605
뮤지컬/오페라,종로구,[서울생활문화센터 체부] 상반기 생활문화콘서트 8회차 [강남뮤지컬단],2025-05-18~2025-05-18,서울생활문화센터 체부 체부홀,서울생활문화센터-체부,2025.5.18 0:00,2025.5.18 0:00,126.9714894,37.5767085,953332.5677815544,1953167.87890043
교육/체험,송파구,[한성백제박물관]  느린학습자 대상 [쏙쏙 알아가는 역사이야기],2025-05-17~2025-06-28,"한성백제박물관 전시실, 교육실",한성백제박물관,2025.5.17 0:00,2025.6.28 0:00,127.1208894,37.51543881,966497.222712819,1946306.6454456863
교육/체험,금천구,[금천문화재단] 영유아 대상 문화예술교육 [천으로 놀다-천과 실이 머무는 놀이터],2025-05-17~2025-05-24,만천명월예술인家 B1,금천문화재단,2025.5.17 0:00,2025.5.24 0:00,126.9074454,37.45069768,947589.3922025802,1939221.417444779
축제-기타,노원구,[서울시립과학관] 제 8회 2025 사이언스 페스티벌: 지구를 품은 생물 대모험,2025-05-17~2025-05-18,서울시립과학관,서울시립과학관,2025.5.17 0:00,2025.5.18 0:00,127.0774371,37.64199411,962720.3891783686,1960363.6711775344
무용,강동구,[강동문화재단] 창작발레 [갓] ,2025-05-17~2025-05-18,강동아트센터 대극장 한강,강동문화재단,2025.5.17 0:00,2025.5.18 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
축제-문화/예술,강서구,[강서구청] 2025 우장산 그린페스타,2025-05-17~2025-05-17,우장산 축구장(서울특별시 강서구 우장산로10길 112),강서구청,2025.5.17 0:00,2025.5.17 0:00,126.8424523,37.54962911,941917.4676597732,1950235.4567520628
축제-문화/예술,광진구,[광진문화재단] 2025 피크닉 in 나루,2025-05-17~2025-05-17,서울어린이대공원 숲속의무대,광진문화재단,2025.5.17 0:00,2025.5.17 0:00,127.0799839,37.54885118,962898.8590460386,1950028.9003233367
축제-문화/예술,광진구,제22회 한강사랑 그림그리기 대회,2025-05-17~2025-05-17,뚝섬한강공원 수변무대,기타,2025.5.17 0:00,2025.5.17 0:00,127.0739782,37.52936457,962358.5623426568,1947869.3614787608
교육/체험,은평구,문예북흥 No.22 장석주&박연준 - 시를 사랑하고 시인을 사랑한 장석주&박연준 부부가 서로에 대해 말하다.,2025-05-17~2025-05-17,이호철북콘서트홀,은평역사한옥박물관,2025.5.17 0:00,2025.5.17 0:00,126.9264997,37.6139965,949385.2123380104,1957328.1270995813
클래식,서초구,황건영 피아노 독주회,2025-05-17~2025-05-17,예술의전당 리사이틀홀,기타,2025.5.17 0:00,2025.5.17 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
국악,강남구,[강남문화재단] 5월 키즈예술공연 [배꼽잡는 슬로우],2025-05-17~2025-05-17,강남씨어터,강남문화재단,2025.5.17 0:00,2025.5.17 0:00,127.0332838,37.49537321,958744.2559279798,1944115.293929676
교육/체험,종로구,[서울공예박물관] SeMoCA 펫크닉: 반려견이 반한 공예(중형견),2025-05-17~2025-05-17,서울공예박물관 공예마당 바깥마당 잔디밭,서울공예박물관,2025.5.17 0:00,2025.5.17 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,구로구,[서울아트책보고] 키네틱 아티스트 김동현 작가와 함께하는 오토마타 만들기,2025-05-17~2025-05-17,서울아트책보고 워크숍룸,서울아트책보고,2025.5.17 0:00,2025.5.17 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
콘서트,관악구,[관악문화재단] 재주소년 7집 발매 기념 콘서트 [머물러 줄래],2025-05-17~2025-05-17,관악아트홀 공연장,관악문화재단,2025.5.17 0:00,2025.5.17 0:00,126.9449624,37.46755336,950918.7635116624,1941071.2328111068
무용,금천구,[관악문화재단] 우수공연 초청 국립현대무용단 [얍! 얍! 얍!],2025-05-17~2025-05-17,금나래아트홀,금천문화재단,2025.5.17 0:00,2025.5.17 0:00,126.8959725,37.45657851,946578.8037064254,1939880.300341935
연극,마포구,[마포문화재단] 2025 마포문화재단 가정의달 축제 [해피 메이 와글와글] 종이봉지공주,2025-05-17~2025-05-17,마포아트센터 플레이맥,마포문화재단,2025.5.17 0:00,2025.5.17 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
교육/체험,종로구,[SeMA 백남준기념관] 관객참여 퍼포먼스 워크숍 [아카이브 리인덱스 아카이브] 메멕스 룸,2025-05-17~2025-05-17,SeMA 백남준기념관 1층 백남준기념관,서울시립미술관,2025.5.17 0:00,2025.5.17 0:00,127.0137755,37.57306562,957064.358795181,1952743.5552944432
클래식,서초구,[2025 클래식다방 - 르네뮤직홀] 피아노 포핸즈로 듣는 [Dance of Spring],2025-05-17~2025-05-17,르네뮤직홀,서초문화재단,2025.5.17 0:00,2025.5.17 0:00,127.0134263,37.48270518,956981.661672548,1942718.747348105
전시/미술,노원구,[서울생활사박물관] 라이징 북서울,2025-05-16~2025-09-28,서울생활사박물관 기획전시실,서울생활사박물관,2025.5.16 0:00,2025.9.28 0:00,127.0769362,37.62017392,962665.2838561194,1957943.0099669653
전시/미술,종로구,[세종문화회관] 모네에서 앤디워홀까지 : 요하네스버그 아트 갤러리 특별전,2025-05-16~2025-08-31,세종미술관1/2관,세종문화회관,2025.5.16 0:00,2025.8.31 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
전시/미술,용산구,2025 긴급전시행동 [민주주의와 깃발],2025-05-16~2025-08-17,식민지역사박물관 1층 기획전시실,기타,2025.5.16 0:00,2025.8.17 0:00,126.9668363,37.54578472,952902.2337940392,1949739.3603056527
전시/미술,종로구,[종로문화재단] 2025 무계원 기획전시 한국의 미(美) 16 《머무름에 빛을 담다》,2025-05-16~2025-07-13,"무계원 안채, 사랑채, 별채",종로문화재단,2025.5.16 0:00,2025.7.13 0:00,126.9634368,37.5918679,952631.1255340778,1954853.776279537
전시/미술,서대문구,2025 신촌문화발전소 기획전시 [히든시퀀스(Hidden Sequence)],2025-05-16~2025-06-27,"신촌문화발전소, 현대백화점 신촌점 4층 갤러리 B",서대문구청,2025.5.16 0:00,2025.6.27 0:00,126.9397551,37.55796298,950518.0108446588,1951104.388155728
전시/미술,서초구,전시 [밤으로의 긴 여로],2025-05-16~2025-05-31,이스랏 아트룸,기타,2025.5.16 0:00,2025.5.31 0:00,126.9919865,37.48811496,955089.3789942064,1943328.9389884167
전시/미술,중구,[남산골한옥마을] 2025 공예주간(Korea Craft Week 2025) [남산골 HOME],2025-05-16~2025-05-25,남산골한옥마을 이승업 가옥,남산골한옥마을,2025.5.16 0:00,2025.5.25 0:00,126.9944401,37.55930493,955348.7383307692,1951225.886590629
축제-기타,광진구,[미래한강본부] 2025 한강페스티벌-봄 [Hangang River Festival-Spring],2025-05-16~2025-05-18,"3개 한강공원 일대(뚝섬, 여의도, 반포)",미래한강본부,2025.5.16 0:00,2025.5.18 0:00,127.0739782,37.52936457,962358.5623426568,1947869.3614787608
클래식,종로구,[세종문화회관] 해리 포터와 혼혈 왕자™ 인 콘서트,2025-05-16~2025-05-18,세종대극장,세종문화회관,2025.5.16 0:00,2025.5.18 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
무용,영등포구,제56회 전국초?중?고등학생무용콩쿠르,2025-05-16~2025-05-18,영등포아트홀,기타,2025.5.16 0:00,2025.5.18 0:00,126.9001093,37.52600873,946993.7611411518,1947580.8337351324
무용,강남구,[GS아트센터] 개관페스티벌 - 베로날 컴퍼니 & 마르코스 모라우 [파시오나리아],2025-05-16~2025-05-18,GS아트센터,기타,2025.5.16 0:00,2025.5.18 0:00,127.0373364,37.50199493,959106.1019896136,1944848.162581949
교육/체험,종로구,"[서울공예박물관] 가사 안 풍경 (5월 16일, 17일)",2025-05-16~2025-05-17,서울공예박물관 전시3동 1층 교육실,서울공예박물관,2025.5.16 0:00,2025.5.17 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
콘서트,성동구,[성동문화재단] 2025 소월아트홀에서 떠나는 [유럽 여행 콘서트],2025-05-16~2025-05-17,소월아트홀,성동문화재단,2025.5.16 0:00,2025.5.17 0:00,127.0360064,37.55930723,959019.9143347088,1951207.2066893373
교육/체험,중구,[서울 문화의 밤] 5월 방구석 북토크 - 성찰과 공감을 통한 건강한 관계 맺기(김수인),2025-05-16~2025-05-16,서울도서관 1층 생각마루,서울도서관,2025.5.16 0:00,2025.5.16 0:00,126.9778292,37.56631742,953885.9689686766,1952011.9084252336
클래식,서대문구,안국선 피아노 독주회,2025-05-16~2025-05-16,금호아트홀 연세,기타,2025.5.16 0:00,2025.5.16 0:00,126.9439162,37.56605084,950890.8400546394,1951999.51462261
클래식,종로구,예술가곡 연주회 [봄의 향연],2025-05-16~2025-05-16,세종체임버홀,세종문화회관,2025.5.16 0:00,2025.5.16 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
교육/체험,종로구,[서울문화재단] 서울예술인지원센터 아카데미,2025-05-15~2025-11-13,서울예술인지원센터(서울시 종로구 동숭길 122),서울문화재단,2025.5.15 0:00,2025.11.13 0:00,127.0037167,37.583699,956182.3511819724,1953927.921715675
교육/체험,구로구,"[구로기적의도서관] 힙하게 읽자, 힙독!",2025-05-15~2025-09-21,구로기적의도서관 2층 강당,구로구청,2025.5.15 0:00,2025.9.21 0:00,126.8773759,37.50673513,944970.8702346648,1945455.5848110311
전시/미술,용산구,[나의 동화 My Tale] by 변대용,2025-05-15~2025-06-05,서울시 용산구 임정로 35 2층,기타,2025.5.15 0:00,2025.6.5 0:00,126.958603,37.54314985,952173.2447740308,1949451.1915705984
축제-문화/예술,중구,2025 삼일로창고극장 [WHAT'S NEXT PROJECT],2025-05-15~2025-06-01,삼일로창고극장,기타,2025.5.15 0:00,2025.6.1 0:00,126.9879706,37.563469,954779.8623439944,1951690.962249708
연극,종로구,[종로아이들극장] 2025 키우피우 All Pass 패키지,2025-05-15~2025-05-31,종로 아이들극장,종로문화재단,2025.5.15 0:00,2025.5.31 0:00,126.9983016,37.59029702,955708.1500141816,1954662.481253094
연극,종로구,[종로아이들극장] 2025 키우피우 오브제극축제 [어둑시니],2025-05-15~2025-05-17,종로 아이들극장,종로문화재단,2025.5.15 0:00,2025.5.17 0:00,126.9983016,37.59029702,955708.1500141816,1954662.481253094
클래식,서초구,"[서울시립교향악단] 2025 서울시향 드뷔시와 라벨 ①, ②",2025-05-15~2025-05-16,예술의전당 콘서트홀,서울시립교향악단,2025.5.15 0:00,2025.5.16 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,종로구,[서울시립미술관] 광복80주년 가나아트컬렉션 특별전 《서시: 별을 노래하는 마음으로》 연계 아티스트 토크 : 전소정 작가 + 최빛나 예술감독,2025-05-15~2025-05-15,서울시립미술관 서소문본관 B1 세마홀,서울시립미술관,2025.5.15 0:00,2025.5.15 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
연극,동작구,[서울생활문화센터 서교] 2025 서교예술창작스파크 참가작 마임마미아 [마임즉흥쑈],2025-05-15~2025-05-15,서울생활문화센터 서교 공연장(서교스퀘어),서울생활문화센터-서교,2025.5.15 0:00,2025.5.15 0:00,126.916494,37.55081382,948458.6006566162,1950323.7236219144
클래식,송파구,"쇼스타코비치 서거 50주년, 라벨 탄생 150주년",2025-05-15~2025-05-15,롯데콘서트홀,기타,2025.5.15 0:00,2025.5.15 0:00,127.1044469,37.51375196,965043.3727478888,1946125.4822905725
클래식,서초구,[2025 클래식다방 - 브람스앤리스트] 목관악기로 듣는 동화 이야기,2025-05-15~2025-05-15,브람스앤리스트,서초문화재단,2025.5.15 0:00,2025.5.15 0:00,127.0129848,37.48165015,956942.0226518706,1942601.900590974
전시/미술,종로구,[국립민속박물관] 생활문화 조사 연계 특별전 [사진관 전성시대],2025-05-14~2025-07-27,국립민속박물관 기획전시실Ⅱ,기타,2025.5.14 0:00,2025.7.27 0:00,126.9790131,37.58167717,953999.971487888,1953715.419024368
전시/미술,중랑구,[중랑문화재단] 중랑아트센터 기획전시 [하이픈 중랑 2025],2025-05-14~2025-06-28,중랑아트센터 제1전시실,중랑문화재단,2025.5.14 0:00,2025.6.28 0:00,127.0916241,37.59833282,963950.9334213329,1955514.0988323304
전시/미술,동작구,[동작문화재단] 2025년 동작아트갤러리 전시공간지원사업 [열린 갤러리] 선정전시 《무화과 정원》,2025-05-14~2025-06-04,동작아트갤러리 전시실,동작문화재단,2025.5.14 0:00,2025.6.4 0:00,126.9231084,37.49379251,949004.0624505406,1943993.915316573
기타,구로구,서울팝업야외도서관 X 서울아트책보고,2025-05-14~2025-05-17,서울아트책보고 중정광장,서울아트책보고,2025.5.14 0:00,2025.5.17 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
교육/체험,종로구,[대우재단 시민강좌] 스피노자의 편지와 철학,2025-05-14~2025-05-14,"대우재단빌딩 5층, 대우학술라운지",기타,2025.5.14 0:00,2025.5.14 0:00,126.9732297,37.57921394,953487.7957651394,1953444.9827363093
교육/체험,중구,[서울도서관] 월간(Monthly)북돋움 육아강연 [그럼에도 행복한 육아의 가치],2025-05-14~2025-05-14,온라인(Zoom),서울도서관,2025.5.14 0:00,2025.5.14 0:00,126.9778292,37.56631742,953885.9689686766,1952011.9084252336
영화,성동구,[성동문화재단] 2025 성동 필름 페스타 [세계 영화 상영회 4회차],2025-05-14~2025-05-14,성수아트홀,성동문화재단,2025.5.14 0:00,2025.5.14 0:00,127.0469481,37.54542883,959978.8739184224,1949662.75972225
교육/체험,중구,[서울시립미술관] 모두를 위한 예술 프로그램 _ 쉬운글쓰기 X 확장 = 미술관에 갑니다,2025-05-13~2025-06-25,"서울시립미술관 서소문 본관 2층 전시장, 3층 SeMA L",서울시립미술관,2025.5.13 0:00,2025.6.25 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
교육/체험,양천구,[서울문화예술교육센터 양천] 예술 작업실 [공연으로 만나는 치유의 시간],2025-05-13~2025-06-10,"다목적홀, 외부수조, 지상 숲, B1로비 등",서울문화재단,2025.5.13 0:00,2025.6.10 0:00,126.8321453,37.52821978,940990.1483592076,1947866.609560598
교육/체험,용산구,"[서울문화예술교육센터 용산] 렉처in살롱 [르네상스의 울림을 찾아서, 고음악의 세계]",2025-05-13~2025-06-10,서울문화예술교육센터 용산 6층 다목적홀,서울문화재단,2025.5.13 0:00,2025.6.10 0:00,126.9665662,37.52690561,952866.4926482954,1947644.9607602973
교육/체험,노원구,[서울시립 북서울미술관] 대학(원)생 전시 감상 프로그램 [캠퍼스 옆 미술관],2025-05-13~2025-06-04,"서울시립 북서울미술관 2층 전시실 3, 4",서울시립미술관,2025.5.13 0:00,2025.6.4 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
교육/체험,강북구,"[서울문화예술교육센터 강북] 창작워크숍 'play, play' [소리만리-온 가족 판소리 프로젝트]",2025-05-13~2025-06-03,서울문화예술교육센터 강북 3층 움직임창작실3,서울문화재단,2025.5.13 0:00,2025.6.3 0:00,127.0177222,37.61955517,957439.3587767116,1957899.564156786
교육/체험,성동구,"[청계천박물관] 5월 개방형교육 [우리들의 친구, 청계천박물관]",2025-05-13~2025-05-27,청계천박물관 교육실,청계천박물관,2025.5.13 0:00,2025.5.27 0:00,127.0350432,37.57126617,958941.4080045176,1952534.409517645
교육/체험,종로구,[서울공예박물관] 또롱또롱 마법사 금도목섬!_5월,2025-05-13~2025-05-21,전시3동 1층 교육실,서울공예박물관,2025.5.13 0:00,2025.5.21 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
전시/미술,종로구,"[운현궁] 2025 기획전시 [바늘 셋, 이야기 하나]",2025-05-13~2025-05-18,운현궁 기획전시실,운현궁,2025.5.13 0:00,2025.5.18 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
콘서트,서초구,[강남문화재단] 강남심포니오케스트라 제110회 정기연주회,2025-05-13~2025-05-13,예술의전당 콘서트홀,강남문화재단,2025.5.13 0:00,2025.5.13 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,종로구,[서울생활문화센터 낙원] 2025 5월 마스터'스클래스 [JAZZ 음악가 최용민],2025-05-13~2025-05-13,서울생활문화센터 낙원 안내센터,서울생활문화센터-낙원,2025.5.13 0:00,2025.5.13 0:00,126.9879025,37.57276352,954779.4674924712,1952722.176222053
콘서트,종로구,2025 홍난파가곡제,2025-05-13~2025-05-13,세종문화회관 대극장,세종문화회관,2025.5.13 0:00,2025.5.13 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
클래식,서초구,[2025 클래식다방 - 라율아트홀] 플라스틱 아일랜드(Plastic Island),2025-05-13~2025-05-13,서리풀악기거리 소공연장 라율아트홀,서초문화재단,2025.5.13 0:00,2025.5.13 0:00,127.0126149,37.48244524,956909.775466579,1942690.279766817
교육/체험,서초구,[서울문화예술교육센터 서초] 마스터클래스 서초 [소프라노 박혜상],2025-05-13~2025-05-13,서울문화예술교육센터 서초  4층 마스터클래스실,서울문화재단,2025.5.13 0:00,2025.5.13 0:00,126.9983081,37.50471771,955658.0578492052,1945167.912287829
영화,서초구,"[서초문화재단] 심산 영화관, 심산 추모 특별 상영 [밀정]",2025-05-13~2025-05-13,심산기념문화센터 반포심산아트홀,서초문화재단,2025.5.13 0:00,2025.5.13 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
국악,강북구,"2025 강북솔밭국악당 기획상설공연 [국악마실, 국악산책]",2025-05-12~2025-12-19,강북솔밭국악당,기타,2025.5.12 0:00,2025.12.19 0:00,127.0127106,37.65469703,957017.335567151,1961800.7062406212
전시/미술,서대문구,[서초문화재단] 서리풀 휴(休) 갤러리 [Artchive:다섯 개의 시선],2025-05-12~2025-06-20,"심산기념문화센터 B1, 서리풀 휴(休) 갤러리",서초문화재단,2025.5.12 0:00,2025.6.20 0:00,126.9916993,37.49904353,955070.5363330572,1944541.5316311328
독주/독창회,종로구,차지희 귀국 바이올린 독주회,2025-05-12~2025-05-12,세종문화회관 세종체임버홀,세종문화회관,2025.5.12 0:00,2025.5.12 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
교육/체험,중구,[남산골한옥마을] 2025 오작교 프로젝트: 오늘의 작은 판소리 교실,2025-05-11~2025-07-27,남산골한옥마을 민씨가옥(서울시 중구 퇴계로34길 28),남산골한옥마을,2025.5.11 0:00,2025.7.27 0:00,126.9944401,37.55930493,955348.7383307692,1951225.886590629
교육/체험,구로구,[서울아트책보고] 나의 그림책 만들기,2025-05-11~2025-06-15,서울아트책보고 워크숍룸,서울아트책보고,2025.5.11 0:00,2025.6.15 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
교육/체험,노원구,[서울시립과학관] 5월 청소년과 함께하는 케미랩,2025-05-11~2025-05-25,서울시립과학관 3층 2교육실,서울시립과학관,2025.5.11 0:00,2025.5.25 0:00,127.0774371,37.64199411,962720.3891783686,1960363.6711775344
영화,은평구,[구립증산정보도서관] 5월 주말영화상영안내,2025-05-11~2025-05-11,2층 소강당 ,은평구청,2025.5.11 0:00,2025.5.11 0:00,126.9076713,37.58280944,947701.6546022428,1953878.3655357205
클래식,강북구,리비툼 오케스트라 제2회 정기연주회,2025-05-11~2025-05-11,북서울꿈의숲아트센터 콘서트홀,기타,2025.5.11 0:00,2025.5.11 0:00,127.0443247,37.62025446,959787.3985020012,1957965.417404323
교육/체험,종로구,2025 서울도시건축학교,2025-05-10~2025-10-18,서울도시건축센터,서울시청,2025.5.10 0:00,2025.10.18 0:00,126.9687467,37.56853335,953085.257722557,1952262.250767371
교육/체험,강북구,"[서울문화예술교육센터 강북] 창작워크숍 'play, play' [내 마음속 비밀극장]",2025-05-10~2025-05-31,서울문화예술교육센터 강북 4층 대강의실,서울문화재단,2025.5.10 0:00,2025.5.31 0:00,127.0177222,37.61955517,957439.3587767116,1957899.564156786
교육/체험,도봉구,[도봉문화재단] 마을극장 흰고무신 근?현대사 인문학 특강 [수안 계훈제],2025-05-10~2025-05-31,마을극장 흰고무신 2층 수 공연장,도봉문화재단,2025.5.10 0:00,2025.5.31 0:00,127.0315428,37.66812722,958685.9335208548,1963282.2764881828
클래식,서초구,[서초문화재단] 2025 클래식다방,2025-05-10~2025-05-31,"음악플러스아트홀, 라율아트홀, 브람스앤리스트, 르네뮤직홀 등",서초문화재단,2025.5.10 0:00,2025.5.31 0:00,127.0103014,37.48313365,956705.632449284,1942767.7156087507
교육/체험,서초구,[서초문화재단] 2025 클래식악기 탐구생활 - 5월 프로그램 신청자 모집,2025-05-10~2025-05-31,서리풀청년아트센터 및 예술의전당 인근 악기공방,서초문화재단,2025.5.10 0:00,2025.5.31 0:00,127.0114763,37.48523983,956810.7187363,1943000.842767928
교육/체험,종로구,[서울공예박물관] 비밀요원 CMI: 밤이와 함께 비밀코드를 해결하라!_5월,2025-05-10~2025-05-24,"서울공예박물관 전시1동, 전시2동, 전시3동",서울공예박물관,2025.5.10 0:00,2025.5.24 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
축제-문화/예술,용산구,[서울시] 2025 서울드럼페스티벌,2025-05-10~2025-05-11,노들섬,서울시청,2025.5.10 0:00,2025.5.11 0:00,126.9580365,37.51766383,952106.9064976412,1946623.9459556364
교육/체험,종로구,[서울돈화문국악당] 엄마아빠 행복 프로젝트 [훈훈한 우리 가족] ,2025-05-10~2025-05-11,서울돈화문국악당,서울돈화문국악당,2025.5.10 0:00,2025.5.11 0:00,126.9907307,37.57725028,955031.9102333072,1953218.603279224
클래식,종로구,2025 디즈니 인 콘서트,2025-05-10~2025-05-11,세종문화회관 세종대극장,세종문화회관,2025.5.10 0:00,2025.5.11 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
축제-문화/예술,마포구,2025 마포아트센터 광장문화축제 [무대 위의 책방],2025-05-10~2025-05-10,마포아트센터 광장,마포문화재단,2025.5.10 0:00,2025.5.10 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
교육/체험,중구,[서울시립미술관] 《말하는 머리들》 워크숍 - 격주로 [눈빛이 만지는 곳 - 리뷰 드로잉 토크],2025-05-10~2025-05-10,서울시립미술관 서소문본관 2층 전시실,서울시립미술관,2025.5.10 0:00,2025.5.10 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
